"","australian_source","caab","class","order","family","subfamily","genus","species","scientific_name","australian_common_name","global_region","marine_region","global_source","fb_code","fb_length_at_maturity_cm","fb_length_weight_measure","fb_a","fb_b","fb_a_ll","fb_b_ll","fb_length_weight_source","fb_vulnerability","fb_countries","fb_status","length_max_cm","length_max_type","length_max_source","fb_trophic_level","fb_trophic_level_se","fb_trophic_level_source","foa_min_depth","foa_max_depth","rls_trophic_group","rls_water_column","rls_substrate_type","rls_thermal_niche","local_source","epbc_threat_status","iucn_ranking","fishing_mortality","fishing_type","min_legal_nt","max_legal_nt","min_legal_wa","max_legal_wa","min_legal_qld","max_legal_qld","min_legal_nsw","max_legal_nsw","min_legal_vic","max_legal_vic","min_legal_sa","max_legal_sa","min_legal_tas","max_legal_tas"
"396","CAAB","37350002","Actinopterygii","Perciformes","Haemulidae","Haemulinae","Pomadasys","maculatus","Pomadasys maculatus","Blotched Javelin","Australia","NW, N, CS","FishBase","4447",NA,"TL",0.0485,2.5605,0,1.02430999279022,"Species specific",52.02,"Australia, Bahrain, Bangladesh, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Mayotte, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Japan, Kenya, Kuwait, Madagascar, Malaysia, Mauritius, Mozambique, Oman, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Thailand, United Arab Em., Tanzania, Yemen, Eritrea, Andaman Is.","native",59.2999992370605,NA,"Fishbase","4.0","0.67","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","CAAB","37350003","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Diagramma","pictum","Diagramma pictum","Painted Sweetlips","Australia","N, TE, CS, NW, SW","FishBase","4465",31.25,"FL",0.0151,2.979,0,1,"Species specific",44.59,"Australia, Bahrain, Bangladesh, Solomon Is., Brunei Darsm, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Comoros, Mayotte, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Japan, Jordan, Kenya, Kuwait, Macau, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Palau, Pakistan, Papua New Guinea, Philippines, Timor-Leste, Qatar, La Reunion Is., Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, United Arab Em., Egypt, Tanzania, Yemen, Eritrea, Andaman Is., Ogasawara Is., Socotra Arch.","native",100,"TL","Fishbase","3.7","0.2","based on diet studies","0","88",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","CAAB","37350005","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","polytaenia","Plectorhinchus polytaenia","Ribbon Sweetlips","Australia","NW, N","FishBase","8316",NA,"SL",0.0397,2.87,NA,NA,"Species specific",40,"Australia, India, Indonesia, Malaysia, Papua New Guinea, Philippines, Timor-Leste, Viet Nam","native",50,NA,"Fishbase","4.0","0.66","based on food items",NA,NA,"benthic invertivore","Demersal","Hard bottom",26.807,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","CAAB","37350007","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","flavomaculatus","Plectorhinchus flavomaculatus","Goldspotted Sweetlips","Australia","SW, NW, N, TE, CS","FishBase","7625",NA,"TL",0.2697,2.2459,NA,NA,"Species specific",44,"Australia, China, Chinese Taipei, Mayotte, Indonesia, Iran, Japan, Kenya, Madagascar, Mauritius, Mozambique, Oman, New Caledonia, Papua New Guinea, Philippines, Timor-Leste, Seychelles, Viet Nam, Somalia, South Africa, Tanzania, Yemen, Andaman Is., Ogasawara Is., Socotra Arch.","native",60,"TL","Fishbase","3.8","0.58","based on food items","2","25","benthic invertivore","Demersal","Hard bottom",21.8085,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","CAAB","37350009","Actinopterygii","Perciformes","Haemulidae","Haemulinae","Pomadasys","argenteus","Pomadasys argenteus","Silver Javelin","Australia","NW, N, CS, TE","FishBase","399",NA,"FL",0.0195,2.943,0,1,"Species specific",30.58,"Australia, Bahrain, Bangladesh, Myanmar, Sri Lanka, China, Chinese Taipei, Djibouti, Hong Kong, India, Indonesia, Japan, Korea (South), Kuwait, Madagascar, Malaysia, Mozambique, Oman, New Caledonia, Palau, Pakistan, Papua New Guinea, Philippines, Qatar, Saudi Arabia, Viet Nam, Somalia, Sudan, Thailand, United Arab Em., Yemen, Andaman Is., Socotra Arch.","native",70,"TL","Fishbase","3.5","0.3","based on diet studies","15","115",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","CAAB","37350011","Actinopterygii","Perciformes","Haemulidae","Haemulinae","Pomadasys","kaakan","Pomadasys kaakan","Barred Javelin","Australia","NW, SW, N, TE, CS","FishBase","6006",NA,"TL",0.0168,2.985,NA,NA,"Species specific",38.25,"Australia, Bahrain, Chinese Taipei, Comoros, Djibouti, Hong Kong, India, Indonesia, Iran, Japan, Kenya, Kuwait, Madagascar, Malaysia, Mozambique, Oman, Micronesia, Palau, Pakistan, Papua New Guinea, Philippines, Timor-Leste, Qatar, Saudi Arabia, Seychelles, Somalia, South Africa, Thailand, United Arab Em., Egypt, Tanzania, Yemen, Andaman Is., Socotra Arch.","native",80,NA,"Fishbase","3.5","0.53","based on food items",NA,NA,NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,300,NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","CAAB","37350012","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","gibbosus","Plectorhinchus gibbosus","Brown Sweetlips","Australia","NW, CS, N, TE","FishBase","6366",NA,"FL",0.02261,2.96196,0,1,"Species specific",45.03,"American Samoa, Australia, Cambodia, Sri Lanka, China, Chinese Taipei, Christmas I., Comoros, Mayotte, Fiji, Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Madagascar, Malaysia, Maldives, Mozambique, Oman, New Caledonia, Vanuatu, Norfolk I., North Marianas, Micronesia, Palau, Pakistan, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, Somalia, South Africa, Thailand, Egypt, Tanzania, Samoa, Yemen, Andaman Is., Lord Howe I., Socotra Arch.","native",75,"TL","Fishbase","3.6","0.5","based on diet studies","8","25","benthic invertivore","Demersal","Hard bottom",26.05508,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403","CAAB","37350013","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","unicolor","Plectorhinchus unicolor","Sombre Sweetlips","Australia","NW, CS, N, SW, TE","FishBase","7706",NA,NA,0.01413,3,NA,NA,"Based on LWR estimates for this Genus-body shape.",52,"Australia, Sri Lanka, China, Chinese Taipei, Mayotte, Djibouti, Guam, India, Indonesia, Iran, Ryukyu Is., Jordan, Kenya, Madagascar, Mauritius, Mozambique, Oman, Micronesia, Pakistan, Papua New Guinea, Philippines, Saudi Arabia, Seychelles, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tanzania, Yemen, Andaman Is., Socotra Arch.","native",80,"SL","Fishbase","3.8","0.49","based on food items","1","36","benthic invertivore","Demersal","Hard bottom",26.712,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","CAAB","37350014","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","chaetodonoides","Plectorhinchus chaetodonoides","Spotted Sweetlips","Australia","NW, N, CS","FishBase","6364",NA,"FL",0.0148,3.083,0,1,"Species specific",48.8,"Australia, Cambodia, Sri Lanka, China, Chinese Taipei, Cocos Is. (Keel), Fiji, Guam, Hong Kong, Indonesia, Japan, Ryukyu Is., Maldives, Mauritius, New Caledonia, Vanuatu, Niue, Micronesia, Palau, Papua New Guinea, Philippines, Timor-Leste, Viet Nam, Thailand, Tonga, Andaman Is., Ogasawara Is.","native",72,"TL","Fishbase","3.8","0.60","based on food items","2","30","benthic invertivore","Demersal","Hard bottom",26.79633,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","CAAB","37350015","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","vittatus","Plectorhinchus vittatus","Oriental Sweetlips","Australia","NW","FishBase","25706",NA,NA,0.01413,3,NA,NA,"Based on LWR estimates for this Genus-body shape.",55.14,"Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Madagascar, Malaysia, Maldives, Mauritius, Mozambique, New Caledonia, Vanuatu, North Marianas, Micronesia, Palau, Pakistan, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Viet Nam, Somalia, Thailand, Chagos Is., Tanzania, American Samoa, Australia, Solomon Is., Sri Lanka, China, Chinese Taipei, Christmas I., Mayotte, Fiji, Bassas da India, Samoa, Andaman Is., Ogasawara Is.","native",72,"TL","Fishbase","3.9","0.6","based on size and trophs of closest relative","2","25","benthic invertivore","Demersal","Hard bottom",26.4305,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","CAAB","37350017","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","chrysotaenia","Plectorhinchus chrysotaenia","Goldlined Sweetlips","Australia","CS","FishBase","56810",NA,NA,0.01413,3,NA,NA,"Based on LWR estimates for this Genus-body shape.",40.01,"Australia, Solomon Is., Chinese Taipei, Indonesia, Japan, Ryukyu Is., Malaysia, New Caledonia, Palau, Papua New Guinea, Philippines, Timor-Leste, Singapore, Viet Nam","native",51,"SL","Fishes of Australia","3.5","0.50","based on food items","6","70","benthic invertivore","Demersal","Hard bottom",26.84785,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","CAAB","37350018","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","multivittatus","Plectorhinchus multivittatus","Manyline Sweetlips","Australia","NW, N, CS","FishBase","25808",NA,NA,0.0195,2.95,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40,"Australia, Chinese Taipei","native",50,"TL","Fishbase","4.0","0.66","based on food items","2","50","benthic invertivore","Demersal","Hard bottom",26.57474,"Harvey et al 2020",NA,"Least Concern","Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","CAAB","37350019","Actinopterygii","Perciformes","Haemulidae","Haemulinae","Pomadasys","auritus","Pomadasys auritus","Longhead Grunt","Australia","TE","FishBase","60536",NA,NA,0.01738,3.02,NA,NA,"Based on LWR estimates for this Sub-family-body shape.",40.8,"Australia, China, Malaysia, Singapore, Viet Nam, Thailand","native",52,"TL","Fishbase","3.5","0.4","based on size and trophs of closest relative","1","20",NA,NA,NA,NA,"Harvey et al 2020",NA,"Data Deficient",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","CAAB","37350021","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","albovittatus","Plectorhinchus albovittatus","Giant Sweetlips","Australia","CS, TE","FishBase","6362",NA,NA,0.01413,3,NA,NA,"Based on LWR estimates for this Genus-body shape.",73.2,"Australia, Solomon Is., Sri Lanka, Chinese Taipei, Mayotte, Fiji, Guam, India, Indonesia, Japan, Ryukyu Is., Maldives, Mozambique, New Caledonia, Micronesia, Marshall Is., Palau, Philippines, Timor-Leste, Seychelles, Tonga, Egypt, Tanzania, Wake I., Andaman Is.","questionable",100,NA,"Fishbase","4.0","0.66","based on food items",NA,NA,"benthic invertivore","Demersal","Hard bottom",26.784,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","CAAB","37350022","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","lineatus","Plectorhinchus lineatus","Oblique-banded Sweetlips","Australia","N, NW, CS","FishBase","6940",NA,"FL",0.01255,3.07859,0,1,"Species specific",36.8,"Australia, Solomon Is., Sri Lanka, China, Chinese Taipei, Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Malaysia, Maldives, Mauritius, New Caledonia, Vanuatu, Niue, Micronesia, Palau, Papua New Guinea, Philippines, Timor-Leste, Viet Nam, Thailand, Ogasawara Is.","native",72,"TL","Fishbase","3.9","0.59","based on food items","1","35",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","CAAB","37350023","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","picus","Plectorhinchus picus","Dotted Sweetlips","Australia","TE, CS, NW","FishBase","6370",NA,"FL",0.00683,3.23,0,1,"Species specific",50.09,"Australia, Sri Lanka, China, Chinese Taipei, Fiji, Tahiti, French Polynesia, Guam, Hong Kong, India, Indonesia, Japan, Kenya, Malaysia, Maldives, Mauritius, New Caledonia, North Marianas, Micronesia, Marshall Is., Palau, Papua New Guinea, Philippines, Timor-Leste, La Reunion Is., Seychelles, Singapore, Tonga, Tuvalu, Yemen, Ogasawara Is., Lord Howe I., Socotra Arch.","native",84,"TL","Fishbase","3.9","0.61","based on food items","3","50","benthic invertivore","Demersal","Hard bottom",23.87714,"Harvey et al 2020",NA,NA,"Y","B",NA,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","CAAB","37350024","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Diagramma","melanacrum","Diagramma melanacrum","Blackfin Sweetlips","Australia","NW","FishBase","60078",NA,"SL",0.0217,3.051,NA,NA,"Species specific",41.96,"Australia, Myanmar, Indonesia, Malaysia, Philippines, Timor-Leste","native",50,"TL","Fishes of Australia","3.7","0.5","based on size and trophs of closest relative","3","40",NA,NA,NA,NA,"Harvey et al 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","CAAB","37350028","Actinopterygii","Perciformes","Haemulidae","Plectorhinchinae","Plectorhinchus","caeruleonothus","Plectorhinchus caeruleonothus","a grunter bream","Australia","NW, N, CS","FishBase","68244",NA,NA,0.01413,3,NA,NA,"Based on LWR estimates for this Genus-body shape.",60,"Australia","endemic",100,"TL","Fishbase","3.9","0.6","based on size and trophs of closest relative","0","30",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","CAAB","37351001","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","punctulatus","Lethrinus punctulatus","spangled emperor","Australia","N, NW, SW","FishBase","1863",24.4571429661342,"TL",0.012,2.84,-0.710500001907349,1.11263000965118,"Species specific",23.16,"American Samoa, Australia, Bahrain, Solomon Is., Brunei Darsm, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Cocos Is. (Keel), Comoros, Fiji, Djibouti, Guam, Hong Kong, India, Indonesia, Iran, Iraq, Israel, Japan, Ryukyu Is., Jordan, Kenya, Kuwait, Macau, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, Nauru, New Caledonia, Vanuatu, North Marianas, Micronesia, Marshall Is., Palau, Pakistan, Papua New Guinea, Admiralty Is., Philippines, Timor-Leste, Qatar, Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tokelau, Tonga, United Arab Em., Egypt, Chagos Is., Tanzania, Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Ogasawara Is., Socotra Arch.","native",52,NA,"Fishbase","3.9","0.2","based on diet studies",NA,NA,"higher carnivore","Demersal","Hard bottom",27.64967,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","CAAB","37351004","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","olivaceus","Lethrinus olivaceus","Longnose Emperor","Australia","NW, N, CS","FishBase","1864",37,"FL",0.0351,2.808,0,1,"Species specific",39.66,"American Samoa, Australia, Solomon Is., Brunei Darsm, Sri Lanka, Chinese Taipei, Christmas I., Comoros, Mayotte, Cook Is., Fiji, Tahiti, French Polynesia, Djibouti, Kiribati, Guam, India, Indonesia, Israel, Japan, Ryukyu Is., Jordan, Kenya, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, Nauru, New Caledonia, Vanuatu, Niue, North Marianas, US Minor Is., Micronesia, Marshall Is., Palau, Pakistan, Papua New Guinea, Admiralty Is., Philippines, Pitcairn, Timor-Leste, La Reunion Is., Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, Sudan, Thailand, Tokelau, Tonga, Tuvalu, Egypt, Chagos Is., Tanzania, Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Socotra Arch.","native",100,"TL","Fishbase","4.0","0.4","based on diet studies","1","185","higher carnivore","Demersal","Hard bottom",26.69171,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","CAAB","37351005","Actinopterygii","Perciformes","Lethrinidae","Monotaxinae","Gymnocranius","grandoculis","Gymnocranius grandoculis","Robinson's Seabream","Australia","Cocos Islands, NW, N, CS, SW, SW","FishBase","1834",NA,"TL",0.01673,2.9681,1.03050005435944,1.07091999053955,"Species specific",41.78,"American Samoa, Australia, Bangladesh, Solomon Is., Brunei Darsm, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Christmas I., Comoros, Cook Is., Fiji, Tahiti, Tuamotu Is., Marquesas Is., French Polynesia, Djibouti, Kiribati, Guam, Hong Kong, India, Indonesia, Japan, Ryukyu Is., Jordan, Kenya, Macau, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, Nauru, New Caledonia, Vanuatu, Niue, North Marianas, US Minor Is., Micronesia, Marshall Is., Palau, Pakistan, Papua New Guinea, Admiralty Is., Philippines, Pitcairn, La Reunion Is., Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tokelau, Tonga, Tuvalu, Egypt, Chagos Is., Tanzania, Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Socotra Arch.","native",80,"TL","Fishbase","3.8","0.0","based on diet studies","20","170",NA,NA,NA,NA,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","CAAB","37351006","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","laticaudis","Lethrinus laticaudis","Grass Emperor","Australia","SW, NW, N, TE, CS","FishBase","1857",NA,"TL",0.01031,3.1101,1.46400001645088,1.03254500031471,"Species specific",42.4,"Australia, Solomon Is., Indonesia, New Caledonia, Vanuatu, Papua New Guinea, Viet Nam","native",56,NA,"Fishbase","4.5","0.8","based on diet studies",NA,NA,"higher carnivore","Demersal","Soft sediment",28.0145,"Harvey et al 2020",NA,"Least Concern","Y","R",NA,NA,320,NA,300,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","CAAB","37351007","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","lentjan","Lethrinus lentjan","Redspot Emperor","Australia","N, CS, Cocos Islands, NW","FishBase","1863",24.4571429661342,"TL",0.012,2.84,-0.710500001907349,1.11263000965118,"Species specific",23.16,"American Samoa, Australia, Bahrain, Solomon Is., Brunei Darsm, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Cocos Is. (Keel), Comoros, Fiji, Djibouti, Guam, Hong Kong, India, Indonesia, Iran, Iraq, Israel, Japan, Ryukyu Is., Jordan, Kenya, Kuwait, Macau, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, Nauru, New Caledonia, Vanuatu, North Marianas, Micronesia, Marshall Is., Palau, Pakistan, Papua New Guinea, Admiralty Is., Philippines, Timor-Leste, Qatar, Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tokelau, Tonga, United Arab Em., Egypt, Chagos Is., Tanzania, Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Ogasawara Is., Socotra Arch.","native",52,"TL","Fishbase","3.9","0.2","based on diet studies","0","84","higher carnivore","Demersal","Hard bottom",27.64967,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","CAAB","37351008","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","nebulosus","Lethrinus nebulosus","Spangled Emperor","Australia","NW, SW, N, TE, CS","FishBase","1846",37.9250001907349,"TL",0.02105,2.8761,0.44916666050752,1.08420165379842,"Species specific",57.3,"American Samoa, Australia, Bahrain, Solomon Is., Brunei Darsm, Myanmar, Cambodia, Sri Lanka, China, Chinese Taipei, Comoros, Fiji, Bassas da India, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Israel, Japan, Ryukyu Is., Jordan, Kenya, Korea (South), Kuwait, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, New Caledonia, Vanuatu, Palau, Pakistan, Papua New Guinea, Admiralty Is., Philippines, Timor-Leste, Qatar, La Reunion Is., Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, Tokelau, Tonga, United Arab Em., Egypt, Chagos Is., Tanzania, Wallis Futuna, Samoa, Yemen, Eritrea, Andaman Is., Ogasawara Is., Lord Howe I., Socotra Arch.","native",94,"TL","Fishes of Australia","3.8","0.2","based on diet studies","0","84","benthic invertivore","Demersal","Soft sediment",24.21125,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","CAAB","37351009","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","miniatus","Lethrinus miniatus","Redthroat Emperor","Australia","NW, N, SW, TE, CS","FishBase","1858",34.5499992370605,"TL",0.02075,2.919,0.991400003433228,1.03063199520111,"Species specific",41.49,"Australia, Cambodia, Sri Lanka, China, Chinese Taipei, French Polynesia, Hong Kong, India, Japan, Ryukyu Is., Malaysia, Mozambique, New Caledonia, Norfolk I., Pakistan, Papua New Guinea, Philippines, Timor-Leste, Seychelles, Viet Nam, Thailand, Hawaii, Wallis Futuna, Yemen, Ogasawara Is., Lord Howe I.","native",90,"TL","Fishbase","4.2","0.0","based on diet studies","5","45","higher carnivore","Demersal","Hard bottom",23.073,"Harvey et al 2020",NA,"Least Concern","Y","C/R",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","CAAB","37351011","Actinopterygii","Perciformes","Lethrinidae","Lethrininae","Lethrinus","microdon","Lethrinus microdon","Smalltooth Emperor","Australia","NW, N, CS","FishBase","1845",28.25,"TL",0.0055,3.187,0,1.07763004302979,"Species specific",45.71,"Australia, Bahrain, Brunei Darsm, Myanmar, Cambodia, Sri Lanka, Chinese Taipei, Cocos Is. (Keel), Comoros, Bassas da India, Djibouti, Hong Kong, India, Indonesia, Iran, Iraq, Israel, Japan, Ryukyu Is., Jordan, Kenya, Kuwait, Madagascar, Malaysia, Maldives, Mauritius, Mozambique, Oman, Micronesia, Palau, Pakistan, Papua New Guinea, Admiralty Is., Philippines, Pitcairn, Timor-Leste, Qatar, La Reunion Is., Saudi Arabia, Seychelles, Singapore, Viet Nam, Somalia, South Africa, Sudan, Thailand, United Arab Em., Egypt, Chagos Is., Tanzania, Yemen, Eritrea, Andaman Is., Socotra Arch.","native",80,NA,"Fishbase","3.8","0.51","based on food items",NA,NA,"benthic invertivore","Demersal","Hard bottom",NA,"Harvey et al 2020",NA,"Least Concern","Y","C",NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
